,m (length of),alpha,n (block size),tau (decision threshold),No_mism (expected number of mismatches),L  (expected length of final key),expected number of mismatches (%)
,200,0.15,16,3,0,157.9781,0
,200,0.15,16,4,0,184.1898,0
,200,0.15,16,5,0,195.2915,0
,200,0.15,16,6,0.0001,198.8866,5.00E-05
,200,0.15,16,7,0.0012,199.8202,0.0006
,200,0.15,17,1,0,50.4907,0
,200,0.15,17,2,0,103.9515,0
,200,0.15,17,3,0,151.1228,0
,200,0.15,17,4,0,180.258,0
,200,0.15,17,5,0,193.626,0
,200,0.15,17,6,0,198.3449,0
,200,0.15,17,7,0.0002,199.6605,0.0001
,200,0.15,17,8,0.0023,200,0.00115
,200,0.15,18,1,0,44.8105,0
,200,0.15,18,2,0,95.9324,0
,200,0.15,18,3,0,144.0471,0
,200,0.15,18,4,0,175.8877,0
,200,0.15,18,5,0,191.6207,0
,200,0.15,18,6,0,197.6365,0
,200,0.15,18,7,0,199.4581,0
,200,0.15,18,8,0.0004,199.9134,0.0002
,200,0.15,19,1,0,39.6983,0
,200,0.15,19,2,0,88.2641,0
,200,0.15,19,3,0,136.8299,0
,200,0.15,19,4,0,171.1116,0
,200,0.15,19,5,0,189.2608,0
,200,0.15,19,6,0,196.734,0
,200,0.15,19,7,0,199.1836,0
,200,0.15,19,8,0.0001,199.8355,5.00E-05
,200,0.15,19,9,0.0008,200,0.0004
,200,0.15,20,1,0,35.1116,0
,200,0.15,20,2,0,80.9793,0
,200,0.15,20,3,0,129.545,0
,200,0.15,20,4,0,165.9694,0
,200,0.15,20,5,0,186.5384,0
,200,0.15,20,6,0,195.613,0
,200,0.15,20,7,0,198.8159,0
,200,0.15,20,8,0,199.7352,0
,200,0.15,20,9,0.0001,199.9581,5.00E-05
,200,0.2,3,1,5.6,200,2.8
,200,0.2,4,1,0.74,169.28,0.43715
,200,0.2,5,1,0.092,148.8,0.06183
,200,0.2,5,2,1.712,200,0.856
,200,0.2,6,1,0.011,131.392,0.00837
,200,0.2,6,2,0.254,183.616,0.13833
,200,0.2,7,1,0.0013,115.4176,0.00113
,200,0.2,7,2,0.0353,171.328,0.0206
,200,0.2,7,3,0.5456,200,0.2728
,200,0.2,8,1,0.0001,100.6802,0.0001
,200,0.2,8,2,0.0047,159.6298,0.00294
,200,0.2,8,3,0.0863,190.825,0.04522
,200,0.2,9,1,0,87.2453,0
,200,0.2,9,2,0.0006,147.7023,0.00041
,200,0.2,9,3,0.0128,183.4849,0.00698
,200,0.2,9,4,0.1782,200,0.0891
,200,0.2,10,1,0,75.1628,0
,200,0.2,10,2,0.0001,135.5755,7.00E-05
,200,0.2,10,3,0.0018,175.9981,0.00102
,200,0.2,10,4,0.0294,194.7152,0.0151
,200,0.2,11,1,0,64.4247,0
,200,0.2,11,2,0,123.4841,0
,200,0.2,11,3,0.0002,167.8192,0.00012
,200,0.2,11,4,0.0046,190.3112,0.00242
,200,0.2,11,5,0.0591,200,0.02955
,200,0.2,12,1,0,54.9756,0
,200,0.2,12,2,0,111.6701,0
,200,0.2,12,3,0,158.9262,0
,200,0.2,12,4,0.0007,185.6051,0.00038
,200,0.2,12,5,0.01,196.8996,0.00508
,200,0.2,13,1,0,46.7293,0
,200,0.2,13,2,0,100.3306,0
,200,0.2,13,3,0,149.4681,0
,200,0.2,13,4,0.0001,180.2071,6.00E-05
,200,0.2,13,5,0.0016,194.2421,0.00082
,200,0.2,13,6,0.0199,200,0.00995
,200,0.2,14,1,0,39.5824,0
,200,0.2,14,2,0,89.6102,0
,200,0.2,14,3,0,139.6388,0
,200,0.2,14,4,0,174.0413,0
,200,0.2,14,5,0.0003,191.3055,0.00016
,200,0.2,14,6,0.0034,198.1575,0.00172
,200,0.2,15,1,0,33.4252,0
,200,0.2,15,2,0,79.6047,0
,200,0.2,15,3,0,129.6326,0
,200,0.2,15,4,0,167.1557,0
,200,0.2,15,5,0,187.8124,0
,200,0.2,15,6,0.0006,196.5452,0.00031
,200,0.2,15,7,0.0067,200,0.00335
,200,0.2,16,1,0,28.1475,0
,200,0.2,16,2,0,70.3687,0
,200,0.2,16,3,0,119.6269,0
,200,0.2,16,4,0,159.6497,0
,200,0.2,16,5,0,183.6689,0
,200,0.2,16,6,0.0001,194.718,5.00E-05
,200,0.2,16,7,0.0012,198.8945,0.0006
,200,0.2,17,1,0,23.6439,0
,200,0.2,17,2,0,61.9245,0
,200,0.2,17,3,0,109.7753,0
,200,0.2,17,4,0,151.6448,0
,200,0.2,17,5,0,178.8616,0
,200,0.2,17,6,0,192.4824,0
,200,0.2,17,7,0.0002,197.9118,0.0001
,200,0.2,17,8,0.0023,200,0.00115
,200,0.2,18,1,0,19.8158,0
,200,0.2,18,2,0,54.2684,0
,200,0.2,18,3,0,100.2051,0
,200,0.2,18,4,0,143.2708,0
,200,0.2,18,5,0,173.4172,0
,200,0.2,18,6,0,189.7503,0
,200,0.2,18,7,0,196.7758,0
,200,0.2,18,8,0.0004,199.3318,0.0002
,200,0.2,19,1,0,16.5732,0
,200,0.2,19,2,0,47.3779,0
,200,0.2,19,3,0,91.0177,0
,200,0.2,19,4,0,134.6576,0
,200,0.2,19,5,0,167.3877,0
,200,0.2,19,6,0,186.4813,0
,200,0.2,19,7,0,195.3543,0
,200,0.2,19,8,0.0001,198.7304,5.00E-05
,200,0.2,19,9,0.0008,200,0.0004
,200,0.2,20,1,0,13.8351,0
,200,0.2,20,2,0,41.2169,0
,200,0.2,20,3,0,82.2898,0
,200,0.2,20,4,0,125.9297,0
,200,0.2,20,5,0,160.8416,0
,200,0.2,20,6,0,182.6619,0
,200,0.2,20,7,0,193.5745,0
,200,0.2,20,8,0,198.024,0
,200,0.2,20,9,0.0001,199.5937,5.00E-05
,200,0.25,3,1,5.6,200,2.8
,200,0.25,4,1,0.74,157.8125,0.46891
,200,0.25,5,1,0.092,129.6875,0.07094
,200,0.25,5,2,1.712,200,0.856
,200,0.25,6,1,0.011,107.7148,0.01021
,200,0.25,6,2,0.254,173.6328,0.14629
,200,0.25,7,1,0.0013,89.2578,0.00146
,200,0.25,7,2,0.0353,153.8574,0.02294
,200,0.25,7,3,0.5456,200,0.2728
,200,0.25,8,1,0.0001,73.4924,0.00014
,200,0.25,8,2,0.0047,136.554,0.00344
,200,0.25,8,3,0.0863,182.6965,0.04724
,200,0.25,9,1,0,60.0891,0
,200,0.25,9,2,0.0006,120.4041,0.0005
,200,0.25,9,3,0.0128,168.8538,0.00758
,200,0.25,9,4,0.1782,200,0.0891
,200,0.25,10,1,0,48.811,0
,200,0.25,10,2,0.0001,105.2017,0.0001
,200,0.25,10,3,0.0018,155.8762,0.00115
,200,0.25,10,4,0.0294,188.3202,0.01561
,200,0.25,11,1,0,39.4211,0
,200,0.25,11,2,0,91.0654,0
,200,0.25,11,3,0.0002,142.8986,0.00014
,200,0.25,11,4,0.0046,178.587,0.00258
,200,0.25,11,5,0.0591,200,0.02955
,200,0.25,12,1,0,31.6768,0
,200,0.25,12,2,0,78.1425,0
,200,0.25,12,3,0,129.8341,0
,200,0.25,12,4,0.0007,169.0276,0.00041
,200,0.25,12,5,0.01,191.9701,0.00521
,200,0.25,13,1,0,25.3412,0
,200,0.25,13,2,0,66.5226,0
,200,0.25,13,3,0,116.8758,0
,200,0.25,13,4,0.0001,158.9902,6.00E-05
,200,0.25,13,5,0.0016,185.0873,0.00086
,200,0.25,13,6,0.0199,200,0.00995
,200,0.25,14,1,0,20.1937,0
,200,0.25,14,2,0,56.2262,0
,200,0.25,14,3,0,104.276,0
,200,0.25,14,4,0,148.3753,0
,200,0.25,14,5,0.0003,178.097,0.00017
,200,0.25,14,6,0.0034,194.4078,0.00175
,200,0.25,15,1,0,16.0362,0
,200,0.25,15,2,0,47.2177,0
,200,0.25,15,3,0,92.2598,0
,200,0.25,15,4,0,137.3203,0
,200,0.25,15,5,0,170.4854,0
,200,0.25,15,6,0.0006,189.5145,0.00032
,200,0.25,15,7,0.0067,200,0.00335
,200,0.25,16,1,0,12.6953,0
,200,0.25,16,2,0,39.4223,0
,200,0.25,16,3,0,80.9982,0
,200,0.25,16,4,0,126.0449,0
,200,0.25,16,5,0,162.1261,0
,200,0.25,16,6,0.0001,184.4174,5.00E-05
,200,0.25,16,7,0.0012,196.068,0.00061
,200,0.25,17,1,0,10.0226,0
,200,0.25,17,2,0,32.7405,0
,200,0.25,17,3,0,70.6038,0
,200,0.25,17,4,0,114.7798,0
,200,0.25,17,5,0,153.0811,0
,200,0.25,17,6,0,178.7087,0
,200,0.25,17,7,0.0002,192.5728,0.0001
,200,0.25,17,8,0.0023,200,0.00115
,200,0.25,18,1,0,7.8928,0
,200,0.25,18,2,0,27.061,0
,200,0.25,18,3,0,61.1379,0
,200,0.25,18,4,0,103.7347,0
,200,0.25,18,5,0,143.497,0
,200,0.25,18,6,0,172.2493,0
,200,0.25,18,7,0,188.8592,0
,200,0.25,18,8,0.0004,197.2148,0.0002
,200,0.25,19,1,0,6.2015,0
,200,0.25,19,2,0,22.269,0
,200,0.25,19,3,0,52.6186,0
,200,0.25,19,4,0,93.0851,0
,200,0.25,19,5,0,133.5534,0
,200,0.25,19,6,0,165.0415,0
,200,0.25,19,7,0,184.6054,0
,200,0.25,19,8,0.0001,194.7081,5.00E-05
,200,0.25,19,9,0.0008,200,0.0004
,200,0.25,20,1,0,4.8625,0
,200,0.25,20,2,0,18.2521,0
,200,0.25,20,3,0,45.0312,0
,200,0.25,20,4,0,82.9684,0
,200,0.25,20,5,0,123.4353,0
,200,0.25,20,6,0,157.1623,0
,200,0.25,20,7,0,179.6744,0
,200,0.25,20,8,0,192.002,0
,200,0.25,20,9,0.0001,198.0155,5.00E-05
,200,0.3,3,1,5.6,200,2.8
,200,0.3,4,1,0.74,147.08,0.50313
,200,0.3,5,1,0.092,111.8,0.08229
,200,0.3,5,2,1.712,200,0.856
,200,0.3,6,1,0.011,86.222,0.01276
,200,0.3,6,2,0.254,162.956,0.15587
,200,0.3,7,1,0.0013,66.6416,0.00195
,200,0.3,7,2,0.0353,135.173,0.02611
,200,0.3,7,3,0.5456,200,0.2728
,200,0.3,8,1,0.0001,51.3177,0.00019
,200,0.3,8,2,0.0047,112.6132,0.00417
,200,0.3,8,3,0.0863,172.7727,0.04995
,200,0.3,9,1,0,39.2873,0
,200,0.3,9,2,0.0006,93.4244,0.00064
,200,0.3,9,3,0.0128,150.9908,0.00848
,200,0.3,9,4,0.1782,200,0.0891
,200,0.3,10,1,0,29.8904,0
,200,0.3,10,2,0.0001,76.8746,0.00013
,200,0.3,10,3,0.0018,132.0406,0.00136
,200,0.3,10,4,0.0294,179.4161,0.01639
,200,0.3,11,1,0,22.6075,0
,200,0.3,11,2,0,62.6636,0
,200,0.3,11,3,0.0002,114.7706,0.00017
,200,0.3,11,4,0.0046,162.2629,0.00283
,200,0.3,11,5,0.0591,200,0.02955
,200,0.3,12,1,0,17.0081,0
,200,0.3,12,2,0,50.6043,0
,200,0.3,12,3,0,98.8415,0
,200,0.3,12,4,0.0007,146.629,0.00048
,200,0.3,12,5,0.01,184.1504,0.00543
,200,0.3,13,1,0,12.735,0
,200,0.3,13,2,0,40.5102,0
,200,0.3,13,3,0,84.2515,0
,200,0.3,13,4,0.0001,131.6689,8.00E-05
,200,0.3,13,5,0.0016,170.5651,0.00094
,200,0.3,13,6,0.0199,200,0.00995
,200,0.3,14,1,0,9.4954,0
,200,0.3,14,2,0,32.1722,0
,200,0.3,14,3,0,71.0828,0
,200,0.3,14,4,0,117.1734,0
,200,0.3,14,5,0.0003,157.7609,0.00019
,200,0.3,14,6,0.0034,187.6373,0.00181
,200,0.3,15,1,0,7.0536,0
,200,0.3,15,2,0,25.3673,0
,200,0.3,15,3,0,59.3919,0
,200,0.3,15,4,0,103.2327,0
,200,0.3,15,5,0,145.0548,0
,200,0.3,15,6,0.0006,176.82,0.00034
,200,0.3,15,7,0.0067,200,0.00335
,200,0.3,16,1,0,5.2224,0
,200,0.3,16,2,0,19.8725,0
,200,0.3,16,3,0,49.1779,0
,200,0.3,16,4,0,90.034,0
,200,0.3,16,5,0,132.2697,0
,200,0.3,16,6,0.0001,166.3632,6.00E-05
,200,0.3,16,7,0.0012,190.2644,0.00063
,200,0.3,17,1,0,3.855,0
,200,0.3,17,2,0,15.4773,0
,200,0.3,17,3,0,40.3838,0
,200,0.3,17,4,0,77.7586,0
,200,0.3,17,5,0,119.495,0
,200,0.3,17,6,0,155.6901,0
,200,0.3,17,7,0.0002,181.6105,0.00011
,200,0.3,17,8,0.0023,200,0.00115
,200,0.3,18,1,0,2.8381,0
,200,0.3,18,2,0,11.9905,0
,200,0.3,18,3,0,32.911,0
,200,0.3,18,4,0,66.5389,0
,200,0.3,18,5,0,106.9298,0
,200,0.3,18,6,0,144.6252,0
,200,0.3,18,7,0,173.0778,0
,200,0.3,18,8,0.0004,192.2764,0.00021
,200,0.3,19,1,0,2.0844,0
,200,0.3,19,2,0,9.2448,0
,200,0.3,19,3,0,26.6345,0
,200,0.3,19,4,0,56.4477,0
,200,0.3,19,5,0,94.7942,0
,200,0.3,19,6,0,133.2238,0
,200,0.3,19,7,0,164.1706,0
,200,0.3,19,8,0.0001,185.3252,5.00E-05
,200,0.3,19,9,0.0008,200,0.0004
,200,0.3,20,1,0,1.5275,0
,200,0.3,20,2,0,7.0966,0
,200,0.3,20,3,0,21.4175,0
,200,0.3,20,4,0,47.5027,0
,200,0.3,20,5,0,83.2828,0
,200,0.3,20,6,0,121.6542,0
,200,0.3,20,7,0,154.7101,0
,200,0.3,20,8,0,178.3613,0
,200,0.3,20,9,0.0001,193.8366,5.00E-05
,300,0.1,3,1,8.4,300,2.8
,300,0.1,4,1,1.11,285.42,0.3889
,300,0.1,5,1,0.138,275.7,0.05005
,300,0.1,5,2,2.568,300,0.856
,300,0.1,6,1,0.0165,265.737,0.00621
,300,0.1,6,2,0.381,295.626,0.12888
,300,0.1,7,1,0.0019,255.0936,0.00074
,300,0.1,7,2,0.053,292.3455,0.01813
,300,0.1,7,3,0.8184,300,0.2728
,300,0.1,8,1,0.0002,243.9316,8.00E-05
,300,0.1,8,2,0.007,288.5795,0.00243
,300,0.1,8,3,0.1295,298.6222,0.04337
,300,0.1,9,1,0,232.4523,0
,300,0.1,9,2,0.0009,284.1093,0.00032
,300,0.1,9,3,0.0193,297.5199,0.00649
,300,0.1,9,4,0.2673,300,0.0891
,300,0.1,10,1,0,220.8297,0
,300,0.1,10,2,0.0001,278.9429,4.00E-05
,300,0.1,10,3,0.0027,296.1642,0.00091
,300,0.1,10,4,0.0441,299.5536,0.01472
,300,0.1,11,1,0,209.2071,0
,300,0.1,11,2,0,273.1315,0
,300,0.1,11,3,0.0004,294.4399,0.00014
,300,0.1,11,4,0.0069,299.1816,0.00231
,300,0.1,11,5,0.0887,300,0.02957
,300,0.1,12,1,0,197.7007,0
,300,0.1,12,2,0,266.739,0
,300,0.1,12,3,0,292.3088,0
,300,0.1,12,4,0.001,298.7022,0.00033
,300,0.1,12,5,0.0151,299.8527,0.00504
,300,0.1,13,1,0,186.4035,0
,300,0.1,13,2,0,259.8352,0
,300,0.1,13,3,0,289.7518,0
,300,0.1,13,4,0.0001,298.0621,3.00E-05
,300,0.1,13,5,0.0024,299.7264,0.0008
,300,0.1,13,6,0.0298,300,0.00993
,300,0.1,14,1,0,175.3887,0
,300,0.1,14,2,0,252.492,0
,300,0.1,14,3,0,286.7601,0
,300,0.1,14,4,0,297.231,0
,300,0.1,14,5,0.0004,299.5582,0.00013
,300,0.1,14,6,0.0052,299.9508,0.00173
,300,0.1,15,1,0,164.7129,0
,300,0.1,15,2,0,244.7817,0
,300,0.1,15,3,0,283.3333,0
,300,0.1,15,4,0,296.1839,0
,300,0.1,15,5,0.0001,299.3252,3.00E-05
,300,0.1,15,6,0.0009,299.9077,0.0003
,300,0.1,15,7,0.0101,300,0.00337
,300,0.1,16,1,0,154.4183,0
,300,0.1,16,2,0,236.7748,0
,300,0.1,16,3,0,279.4781,0
,300,0.1,16,4,0,294.8988,0
,300,0.1,16,5,0,299.011,0
,300,0.1,16,6,0.0001,299.8488,3.00E-05
,300,0.1,16,7,0.0018,299.9834,0.0006
,300,0.1,17,1,0,144.5356,0
,300,0.1,17,2,0,228.5392,0
,300,0.1,17,3,0,275.2078,0
,300,0.1,17,4,0,293.3567,0
,300,0.1,17,5,0,298.5998,0
,300,0.1,17,6,0,299.7649,0
,300,0.1,17,7,0.0003,299.9686,0.0001
,300,0.1,17,8,0.0034,300,0.00113
,300,0.1,18,1,0,135.0852,0
,300,0.1,18,2,0,220.1388,0
,300,0.1,18,3,0,270.5409,0
,300,0.1,18,4,0,291.5418,0
,300,0.1,18,5,0,298.0755,0
,300,0.1,18,6,0,299.6484,0
,300,0.1,18,7,0,299.948,0
,300,0.1,18,8,0.0006,299.9943,0.0002
,300,0.1,19,1,0,126.0795,0
,300,0.1,19,2,0,211.6334,0
,300,0.1,19,3,0,265.5007,0
,300,0.1,19,4,0,289.4418,0
,300,0.1,19,5,0,297.4221,0
,300,0.1,19,6,0,299.4911,0
,300,0.1,19,7,0,299.918,0
,300,0.1,19,8,0.0001,299.9893,3.00E-05
,300,0.1,19,9,0.0012,300,0.0004
,300,0.1,20,1,0,117.5241,0
,300,0.1,20,2,0,203.078,0
,300,0.1,20,3,0,260.114,0
,300,0.1,20,4,0,287.0477,0
,300,0.1,20,5,0,296.6241,0
,300,0.1,20,6,0,299.2842,0
,300,0.1,20,7,0,299.8753,0
,300,0.1,20,8,0,299.9821,0
,300,0.1,20,9,0.0002,299.9981,7.00E-05
,300,0.15,3,1,8.4,300,2.8
,300,0.15,4,1,1.11,270.7388,0.40999
,300,0.15,5,1,0.138,251.2312,0.05493
,300,0.15,5,2,2.568,300,0.856
,300,0.15,6,1,0.0165,233.0649,0.00708
,300,0.15,6,2,0.381,287.564,0.13249
,300,0.15,7,1,0.0019,214.9961,0.00088
,300,0.15,7,2,0.053,278.2369,0.01905
,300,0.15,7,3,0.8184,300,0.2728
,300,0.15,8,1,0.0002,197.1585,0.0001
,300,0.15,8,2,0.007,268.5089,0.00261
,300,0.15,8,3,0.1295,294.4504,0.04398
,300,0.15,9,1,0,179.8443,0
,300,0.15,9,2,0.0009,257.7579,0.00035
,300,0.15,9,3,0.0193,290.0108,0.00665
,300,0.15,9,4,0.2673,300,0.0891
,300,0.15,10,1,0,163.29,0
,300,0.15,10,2,0.0001,246.0615,4.00E-05
,300,0.15,10,3,0.0027,285.0494,0.00095
,300,0.15,10,4,0.0441,297.4527,0.01483
,300,0.15,11,1,0,147.6558,0
,300,0.15,11,2,0,233.6441,0
,300,0.15,11,3,0.0004,279.1748,0.00014
,300,0.15,11,4,0.0069,295.33,0.00234
,300,0.15,11,5,0.0887,300,0.02957
,300,0.15,12,1,0,133.0379,0
,300,0.15,12,2,0,220.7455,0
,300,0.15,12,3,0,272.3397,0
,300,0.15,12,4,0.001,292.8449,0.00034
,300,0.15,12,5,0.0151,298.8092,0.00505
,300,0.15,13,1,0,119.4831,0
,300,0.15,13,2,0,207.5893,0
,300,0.15,13,3,0,264.5995,0
,300,0.15,13,4,0.0001,289.7553,3.00E-05
,300,0.15,13,5,0.0024,297.7884,0.00081
,300,0.15,13,6,0.0298,300,0.00993
,300,0.15,14,1,0,107.0014,0
,300,0.15,14,2,0,194.3734,0
,300,0.15,14,3,0,256.0478,0
,300,0.15,14,4,0,285.9789,0
,300,0.15,14,5,0.0004,296.5527,0.00013
,300,0.15,14,6,0.0052,299.4361,0.00174
,300,0.15,15,1,0,95.5758,0
,300,0.15,15,2,0,181.2676,0
,300,0.15,15,3,0,246.7966,0
,300,0.15,15,4,0,281.4886,0
,300,0.15,15,5,0.0001,294.9595,3.00E-05
,300,0.15,15,6,0.0009,298.9426,0.0003
,300,0.15,15,7,0.0101,300,0.00337
,300,0.15,16,1,0,85.1704,0
,300,0.15,16,2,0,168.4138,0
,300,0.15,16,3,0,236.9672,0
,300,0.15,16,4,0,276.2846,0
,300,0.15,16,5,0,292.9372,0
,300,0.15,16,6,0.0001,298.3299,3.00E-05
,300,0.15,16,7,0.0018,299.7304,0.0006
,300,0.15,17,1,0,75.7361,0
,300,0.15,17,2,0,155.9273,0
,300,0.15,17,3,0,226.6842,0
,300,0.15,17,4,0,270.387,0
,300,0.15,17,5,0,290.439,0
,300,0.15,17,6,0,297.5173,0
,300,0.15,17,7,0.0003,299.4907,0.0001
,300,0.15,17,8,0.0034,300,0.00113
,300,0.15,18,1,0,67.2158,0
,300,0.15,18,2,0,143.8986,0
,300,0.15,18,3,0,216.0707,0
,300,0.15,18,4,0,263.8316,0
,300,0.15,18,5,0,287.4311,0
,300,0.15,18,6,0,296.4547,0
,300,0.15,18,7,0,299.1871,0
,300,0.15,18,8,0.0006,299.8701,0.0002
,300,0.15,19,1,0,59.5475,0
,300,0.15,19,2,0,132.3962,0
,300,0.15,19,3,0,205.2449,0
,300,0.15,19,4,0,256.6674,0
,300,0.15,19,5,0,283.8912,0
,300,0.15,19,6,0,295.101,0
,300,0.15,19,7,0,298.7754,0
,300,0.15,19,8,0.0001,299.7532,3.00E-05
,300,0.15,19,9,0.0012,300,0.0004
,300,0.15,20,1,0,52.6674,0
,300,0.15,20,2,0,121.4689,0
,300,0.15,20,3,0,194.3176,0
,300,0.15,20,4,0,248.9541,0
,300,0.15,20,5,0,279.8076,0
,300,0.15,20,6,0,293.4195,0
,300,0.15,20,7,0,298.2238,0
,300,0.15,20,8,0,299.6028,0
,300,0.15,20,9,0.0002,299.9371,7.00E-05
,300,0.2,3,1,8.4,300,2.8
,300,0.2,4,1,1.11,253.92,0.43715
,300,0.2,5,1,0.138,223.2,0.06183
,300,0.2,5,2,2.568,300,0.856
,300,0.2,6,1,0.0165,197.088,0.00837
,300,0.2,6,2,0.381,275.424,0.13833
,300,0.2,7,1,0.0019,173.1264,0.0011
,300,0.2,7,2,0.053,256.992,0.02062
,300,0.2,7,3,0.8184,300,0.2728
,300,0.2,8,1,0.0002,151.0203,0.00013
,300,0.2,8,2,0.007,239.4447,0.00292
,300,0.2,8,3,0.1295,286.2374,0.04524
,300,0.2,9,1,0,130.868,0
,300,0.2,9,2,0.0009,221.5534,0.00041
,300,0.2,9,3,0.0193,275.2274,0.00701
,300,0.2,9,4,0.2673,300,0.0891
,300,0.2,10,1,0,112.7442,0
,300,0.2,10,2,0.0001,203.3632,5.00E-05
,300,0.2,10,3,0.0027,263.9971,0.00102
,300,0.2,10,4,0.0441,292.0728,0.0151
,300,0.2,11,1,0,96.637,0
,300,0.2,11,2,0,185.2261,0
,300,0.2,11,3,0.0004,251.7288,0.00016
,300,0.2,11,4,0.0069,285.4667,0.00242
,300,0.2,11,5,0.0887,300,0.02957
,300,0.2,12,1,0,82.4634,0
,300,0.2,12,2,0,167.5051,0
,300,0.2,12,3,0,238.3893,0
,300,0.2,12,4,0.001,278.4077,0.00036
,300,0.2,12,5,0.0151,295.3494,0.00511
,300,0.2,13,1,0,70.0939,0
,300,0.2,13,2,0,150.496,0
,300,0.2,13,3,0,224.2021,0
,300,0.2,13,4,0.0001,270.3106,4.00E-05
,300,0.2,13,5,0.0024,291.3631,0.00082
,300,0.2,13,6,0.0298,300,0.00993
,300,0.2,14,1,0,59.3736,0
,300,0.2,14,2,0,134.4154,0
,300,0.2,14,3,0,209.4582,0
,300,0.2,14,4,0,261.0619,0
,300,0.2,14,5,0.0004,286.9583,0.00014
,300,0.2,14,6,0.0052,297.2362,0.00175
,300,0.2,15,1,0,50.1377,0
,300,0.2,15,2,0,119.407,0
,300,0.2,15,3,0,194.4489,0
,300,0.2,15,4,0,250.7336,0
,300,0.2,15,5,0.0001,281.7185,4.00E-05
,300,0.2,15,6,0.0009,294.8179,0.00031
,300,0.2,15,7,0.0101,300,0.00337
,300,0.2,16,1,0,42.2212,0
,300,0.2,16,2,0,105.5531,0
,300,0.2,16,3,0,179.4404,0
,300,0.2,16,4,0,239.4746,0
,300,0.2,16,5,0,275.5034,0
,300,0.2,16,6,0.0001,292.0771,3.00E-05
,300,0.2,16,7,0.0018,298.3417,0.0006
,300,0.2,17,1,0,35.4658,0
,300,0.2,17,2,0,92.8867,0
,300,0.2,17,3,0,164.6629,0
,300,0.2,17,4,0,227.4672,0
,300,0.2,17,5,0,268.2924,0
,300,0.2,17,6,0,288.7236,0
,300,0.2,17,7,0.0003,296.8677,0.0001
,300,0.2,17,8,0.0034,300,0.00113
,300,0.2,18,1,0,29.7238,0
,300,0.2,18,2,0,81.4026,0
,300,0.2,18,3,0,150.3076,0
,300,0.2,18,4,0,214.9062,0
,300,0.2,18,5,0,260.1259,0
,300,0.2,18,6,0,284.6254,0
,300,0.2,18,7,0,295.1637,0
,300,0.2,18,8,0.0006,298.9977,0.0002
,300,0.2,19,1,0,24.8599,0
,300,0.2,19,2,0,71.0668,0
